id,age,job,marital,education,default,amount,housing,loan,contact,day,month,duration,campaign,previous,y
10941,34,admin.,single,secondary,no,391.0,yes,no,cellular,29,jan,393.6053528874848,1,2,1
10942,34,management,single,tertiary,no,0.0,yes,no,sending _document,21,may,293.66499898896615,1,0,0
10943,31,management,married,tertiary,no,-181.0,yes,no,cellular,8,may,318.96203457209174,1,2,0
10944,35,entrepreneur,married,secondary,no,1309.0,yes,no,cellular,18,nov,275.57715351109124,3,0,0
10945,52,blue-collar,married,primary,no,1524.0,no,no,cellular,3,jul,282.9244390334818,6,0,1
10946,24,technician,single,secondary,no,409.0,yes,no,sending _document,16,may,270.8452376192355,1,0,0
10947,37,management,divorced,tertiary,no,42.0,yes,no,sending _document,7,may,307.82149695014147,3,0,1
10948,56,retired,married,primary,no,9367.0,no,no,cellular,13,aug,301.1688145074738,2,2,0
10949,33,management,single,tertiary,no,372.0,yes,yes,cellular,6,may,429.3872215948784,1,0,0
10950,47,management,divorced,tertiary,no,0.0,no,no,cellular,14,jul,,2,0,0
10951,42,technician,married,secondary,no,994.0,yes,no,cellular,11,aug,364.5470618663654,1,5,1
10952,39,housemaid,married,tertiary,no,75.0,yes,no,sending _document,20,may,358.43200207098295,2,0,1
10953,40,management,single,tertiary,no,89.0,yes,no,cellular,30,jul,380.8186457703026,6,0,1
10954,42,blue-collar,married,primary,no,-10.0,yes,no,sending _document,9,may,321.1498783056984,4,0,0
10955,29,management,divorced,tertiary,no,415.0,yes,yes,sending _document,28,may,393.73611667948285,4,0,0
10956,38,blue-collar,single,secondary,no,0.0,no,no,cellular,30,apr,,1,0,0
10957,33,blue-collar,married,primary,no,41.0,yes,no,cellular,13,may,289.5055618380617,1,0,0
10958,55,management,married,tertiary,no,655.0,no,no,cellular,28,jul,312.4296840495687,6,0,1
10959,39,technician,married,secondary,no,381.0,yes,no,cellular,11,may,253.6702632257272,1,2,0
10960,36,housemaid,married,tertiary,yes,-1941.0,yes,no,sending _document,16,jun,344.0509978052043,1,0,1
10961,45,technician,married,secondary,no,280.0,yes,no,cellular,4,may,388.78711586504863,3,2,1
10962,53,blue-collar,married,primary,no,805.0,yes,yes,telephone,4,feb,,7,2,1
10963,60,housemaid,divorced,secondary,no,449.0,no,no,cellular,17,feb,295.24816219124114,2,0,0
10964,54,admin.,married,secondary,no,2935.0,yes,yes,cellular,17,nov,442.34118732254905,2,0,0
10965,43,technician,divorced,secondary,no,177.0,yes,no,sending _document,8,may,430.9000665490914,3,0,1
10966,30,technician,single,secondary,no,0.0,no,no,cellular,8,aug,,2,0,0
10967,54,self-employed,divorced,tertiary,no,1323.0,no,no,sending _document,20,jun,270.05131343443566,4,0,1
10968,49,technician,divorced,secondary,yes,-757.0,yes,yes,sending _document,2,jun,516.218284389728,1,0,0
10969,34,management,single,tertiary,no,549.0,no,no,cellular,6,oct,159.3771244643545,2,0,0
10970,47,admin.,married,secondary,no,869.0,yes,no,sending _document,29,may,490.6511655934927,2,0,1
10971,37,technician,single,tertiary,no,487.0,no,yes,sending _document,4,jul,316.5724230106222,2,0,0
10972,41,blue-collar,married,primary,no,1018.0,yes,no,cellular,25,jul,332.9673062448561,1,0,0
10973,29,student,single,secondary,no,314.0,no,no,cellular,30,apr,188.20088889281357,1,0,1
10974,30,student,single,secondary,no,96.0,no,no,cellular,4,feb,,1,0,0
10975,27,management,single,secondary,no,116.0,yes,no,cellular,6,feb,265.34189613247617,2,0,0
10976,45,technician,married,secondary,no,1841.0,yes,no,cellular,30,jul,329.24994084415584,2,0,0
10977,27,technician,single,secondary,no,405.0,no,no,cellular,26,may,,1,0,0
10978,52,management,married,tertiary,no,601.0,yes,no,sending _document,14,may,,2,0,1
10979,48,entrepreneur,married,tertiary,no,313.0,yes,no,sending _document,13,may,330.35336962394234,2,0,0
10980,31,technician,married,tertiary,no,4089.0,no,no,cellular,12,aug,121.88333085876006,3,0,1
10981,50,management,married,primary,no,117.0,yes,no,telephone,13,may,,4,0,1
10982,33,management,married,tertiary,no,373.0,no,no,cellular,28,jan,,1,0,0
10983,36,admin.,single,secondary,no,686.0,yes,no,cellular,29,jul,329.75334948658923,2,0,1
10984,52,technician,married,tertiary,no,523.0,yes,yes,cellular,8,jul,475.7935998220698,1,0,0
10985,28,admin.,married,secondary,no,84.0,yes,yes,cellular,14,may,437.4149149804603,1,0,1
10986,42,unemployed,divorced,secondary,no,193.0,yes,no,sending _document,26,may,351.67560335471114,1,0,1
10987,36,admin.,married,secondary,no,898.0,no,no,cellular,15,jul,,5,0,0
10988,45,unemployed,divorced,primary,no,757.0,no,no,cellular,20,apr,,1,4,0
10989,39,admin.,married,secondary,no,607.0,yes,no,cellular,12,may,326.5771665412001,2,3,0
10990,33,unknown,married,secondary,no,2727.0,no,no,cellular,6,aug,,3,0,0
10991,36,blue-collar,divorced,secondary,no,638.0,yes,no,sending _document,16,jun,325.146043230893,2,0,0
10992,32,admin.,single,secondary,no,294.0,yes,no,sending _document,28,may,337.96199174941813,2,0,0
10993,39,blue-collar,married,primary,no,390.0,yes,no,cellular,17,apr,296.2489974775395,1,0,0
10994,57,housemaid,divorced,primary,no,395.0,no,no,sending _document,11,jun,218.70961269338588,1,0,0
10995,33,technician,single,tertiary,no,172.0,no,no,sending _document,7,jun,,1,0,0
10996,70,retired,married,unknown,no,647.0,no,no,telephone,10,mar,248.15454687068717,1,1,0
10997,37,entrepreneur,married,secondary,no,2055.0,yes,yes,cellular,10,jul,426.6656473758488,4,0,0
10998,45,management,married,tertiary,no,-642.0,no,no,cellular,5,aug,,4,0,0
10999,35,services,divorced,secondary,no,221.0,yes,no,cellular,14,may,324.5892499222378,1,1,0
11000,59,retired,married,secondary,no,0.0,no,no,cellular,20,nov,352.411526180467,2,6,1
11001,41,blue-collar,married,primary,no,0.0,no,no,cellular,31,jul,217.4869085581996,2,0,0
11002,33,blue-collar,married,secondary,no,1786.0,no,no,cellular,10,jul,,1,0,0
11003,57,housemaid,divorced,primary,no,3063.0,no,no,sending _document,5,jun,263.29303080407374,1,0,1
11004,27,technician,single,secondary,no,3933.0,no,no,cellular,28,jul,,3,0,0
11005,35,unemployed,married,tertiary,no,-94.0,yes,no,cellular,18,jul,237.5768102683327,1,0,0
11006,47,services,single,unknown,no,1784.0,no,no,cellular,19,oct,221.5748004779099,2,0,0
11007,57,technician,married,secondary,no,3071.0,yes,yes,cellular,7,may,524.2866954221967,3,0,1
11008,59,blue-collar,divorced,primary,no,1265.0,no,yes,cellular,7,jul,416.3906709544945,1,0,1
11009,35,management,divorced,tertiary,no,771.0,yes,yes,cellular,19,nov,469.9021623200502,1,5,1
11010,42,admin.,divorced,secondary,no,2129.0,no,no,cellular,13,aug,220.81715420411896,1,2,0
11011,38,blue-collar,married,primary,no,2469.0,yes,no,cellular,21,jul,333.02321233855514,1,0,1
11012,36,housemaid,single,primary,no,207.0,no,no,sending _document,20,jun,226.24442837671643,5,0,1
11013,42,services,married,secondary,no,-166.0,no,no,cellular,14,may,,4,0,0
11014,54,technician,divorced,secondary,no,2156.0,yes,no,cellular,3,feb,368.33165538887755,1,4,0
11015,47,admin.,married,secondary,no,449.0,yes,yes,cellular,14,jul,473.0090870754878,2,0,1
11016,43,admin.,married,secondary,no,-879.0,yes,no,sending _document,20,jun,418.148939378052,4,0,1
11017,58,management,married,tertiary,no,2142.0,yes,no,cellular,4,feb,365.1959401045516,2,3,1
11018,29,blue-collar,married,secondary,no,484.0,yes,no,sending _document,26,may,222.01993181671418,2,0,0
11019,56,admin.,married,secondary,no,699.0,no,no,sending _document,7,jun,,1,0,0
11020,45,technician,married,secondary,no,2403.0,no,no,cellular,13,feb,,2,1,0
11021,56,management,married,secondary,no,230.0,no,no,sending _document,9,may,,4,0,0
11022,29,self-employed,married,tertiary,no,4.0,no,no,cellular,5,feb,,1,0,0
11023,41,management,married,tertiary,no,9.0,yes,no,cellular,22,jul,,3,0,1
11024,49,admin.,single,secondary,no,780.0,no,no,telephone,3,feb,296.58390751804166,5,0,1
11025,40,blue-collar,married,secondary,no,327.0,yes,no,sending _document,29,may,294.10623197657094,1,0,0
11026,59,management,married,tertiary,no,7049.0,no,no,sending _document,11,jun,330.77691604735355,2,0,0
11027,34,management,married,secondary,no,333.0,no,no,cellular,26,aug,240.55479264907453,4,0,1
11028,33,blue-collar,married,secondary,no,66.0,no,no,cellular,10,jul,,1,0,0
11029,33,management,married,tertiary,no,1399.0,no,no,cellular,12,aug,,4,0,0
11030,42,management,married,tertiary,no,60.0,no,no,cellular,6,aug,,3,0,0
11031,47,technician,divorced,secondary,no,1013.0,no,no,cellular,15,jun,220.4381764509213,3,0,0
11032,30,services,single,secondary,no,581.0,yes,no,cellular,15,may,310.49218753724824,1,1,0
11033,45,technician,single,secondary,no,1044.0,yes,no,sending _document,3,jun,400.065553557203,8,0,0
11034,38,technician,married,secondary,no,2767.0,yes,no,cellular,21,nov,277.1687120085502,2,0,0
11035,32,services,divorced,secondary,no,453.0,yes,no,cellular,18,nov,261.927432434536,2,0,0
11036,32,management,single,tertiary,no,999.0,yes,no,cellular,20,nov,241.54806535883407,1,0,0
11037,33,blue-collar,married,secondary,no,17.0,no,no,cellular,10,jul,,1,0,0
11038,50,services,single,secondary,no,1205.0,yes,no,sending _document,6,jun,303.15394330385124,2,0,0
11039,38,blue-collar,divorced,primary,no,-258.0,yes,no,cellular,14,may,363.4962903481538,2,4,0
11040,41,blue-collar,married,primary,no,201.0,yes,no,cellular,3,feb,332.37451605861025,1,0,0
11041,47,admin.,married,secondary,no,1808.0,no,yes,cellular,17,jul,287.29722041268565,1,0,0
11042,40,services,single,secondary,no,19343.0,yes,no,sending _document,26,may,418.7060507301028,4,0,0
11043,60,blue-collar,married,primary,no,1262.0,yes,yes,sending _document,13,may,,1,0,1
11044,42,blue-collar,married,secondary,no,1598.0,yes,yes,cellular,16,apr,468.064671261566,2,0,1
11045,50,technician,married,secondary,no,3176.0,no,no,cellular,7,aug,287.85094265755544,1,0,1
11046,48,services,divorced,secondary,no,-203.0,yes,no,cellular,18,may,,5,1,1
11047,33,blue-collar,married,tertiary,no,221.0,yes,no,sending _document,13,may,396.7727320746543,7,0,1
11048,66,retired,married,primary,no,388.0,no,no,cellular,17,sep,341.6855794195729,2,0,1
11049,42,admin.,single,secondary,no,336.0,yes,no,sending _document,4,jun,290.47410073548025,2,0,0
11050,39,services,married,secondary,no,104.0,yes,no,cellular,20,apr,320.0373229448629,2,6,0
11051,40,blue-collar,divorced,primary,no,548.0,yes,yes,sending _document,30,may,381.62920762686855,1,0,0
11052,30,technician,single,tertiary,no,-522.0,yes,no,sending _document,13,may,264.9303029784603,1,0,0
11053,46,entrepreneur,married,unknown,no,242.0,yes,no,sending _document,9,may,356.1610526589064,2,0,0
11054,47,technician,married,secondary,no,-226.0,yes,no,cellular,11,jul,345.9365786990956,2,0,0
11055,48,admin.,married,secondary,no,2533.0,no,no,cellular,29,apr,228.65054261453128,2,1,0
11056,60,technician,married,secondary,no,0.0,no,no,sending _document,20,jun,273.02418243482936,2,0,0
11057,35,technician,divorced,secondary,no,0.0,no,no,cellular,24,jul,,2,0,0
11058,56,admin.,married,secondary,no,353.0,yes,no,sending _document,5,may,392.0941446925516,2,0,1
11059,37,self-employed,married,secondary,no,1523.0,no,yes,cellular,7,jul,272.95111658975725,2,0,0
11060,46,technician,married,tertiary,no,53.0,no,no,sending _document,12,jun,217.41745480872305,3,0,1
11061,60,retired,married,secondary,no,0.0,no,no,cellular,3,feb,311.2616439759705,1,0,0
11062,54,technician,married,secondary,no,1076.0,no,no,cellular,28,jan,191.82888729408563,1,0,0
11063,28,management,single,secondary,no,-513.0,no,yes,cellular,29,jul,269.45208370103495,8,0,1
11064,33,management,married,tertiary,no,644.0,yes,yes,cellular,3,feb,418.45248266627357,2,2,0
11065,31,management,single,tertiary,no,725.0,yes,no,cellular,28,jul,243.64115705391055,1,2,0
11066,25,blue-collar,single,secondary,no,-187.0,yes,yes,sending _document,27,may,433.93356206460174,4,0,1
11067,46,admin.,single,secondary,no,13.0,no,no,sending _document,2,jun,214.81236379086155,4,0,0
11068,36,management,married,tertiary,no,481.0,yes,no,cellular,13,may,335.369776161493,1,3,1
11069,52,management,divorced,tertiary,yes,0.0,no,no,cellular,24,jul,236.09863744303217,1,0,0
11070,48,management,divorced,tertiary,no,1492.0,yes,no,sending _document,26,may,406.9852728108974,2,0,0
11071,31,services,married,secondary,no,395.0,no,no,cellular,25,jul,154.49778346222806,3,0,0
11072,40,management,married,tertiary,no,0.0,no,no,cellular,14,jul,149.22814231559215,8,0,1
11073,28,blue-collar,married,primary,no,278.0,yes,yes,telephone,15,may,430.2682521977335,9,4,1
11074,29,management,single,tertiary,no,1351.0,no,no,cellular,11,mar,,1,1,0
11075,40,housemaid,single,primary,no,109.0,yes,no,cellular,8,may,392.1387095635073,1,3,0
11076,46,services,divorced,secondary,no,778.0,yes,no,sending _document,19,may,287.2672055622303,1,0,0
11077,33,technician,married,secondary,no,2746.0,yes,no,cellular,18,nov,271.68815040647473,2,0,0
11078,38,self-employed,married,secondary,no,279.0,yes,no,sending _document,28,may,314.17692512439766,5,0,0
11079,33,entrepreneur,married,secondary,no,-118.0,yes,yes,sending _document,27,may,,3,0,1
11080,36,technician,married,secondary,no,0.0,no,no,cellular,2,apr,,1,0,0
11081,54,admin.,married,secondary,no,111.0,no,no,cellular,28,aug,239.39349936591213,13,0,0
11082,42,blue-collar,married,primary,no,608.0,yes,no,cellular,8,may,312.06490219595946,2,0,0
11083,34,admin.,married,tertiary,no,2552.0,yes,yes,cellular,25,sep,413.16479664043527,1,0,1
11084,31,entrepreneur,single,secondary,no,0.0,no,no,telephone,13,nov,128.99849348637235,1,0,1
11085,54,management,single,tertiary,no,3294.0,yes,no,cellular,25,jul,320.6629636149533,5,0,0
11086,35,services,married,secondary,no,211.0,yes,no,cellular,12,may,265.8938046379009,1,0,0
11087,28,housemaid,divorced,primary,no,1.0,yes,no,sending _document,8,may,344.34188330646316,1,0,0
11088,37,admin.,married,tertiary,no,0.0,yes,no,cellular,21,jul,298.08321182641663,1,0,0
11089,32,admin.,married,secondary,no,-1272.0,yes,no,sending _document,6,jun,310.631700418634,5,0,0
11090,52,housemaid,married,tertiary,no,554.0,no,no,cellular,31,jul,334.90676632335,5,0,1
11091,30,blue-collar,single,secondary,no,0.0,yes,no,cellular,12,may,217.3958693404097,1,4,0
11092,55,technician,married,secondary,no,276.0,yes,no,sending _document,12,may,440.8573283094306,1,0,1
11093,48,admin.,married,secondary,no,-582.0,yes,no,cellular,5,may,454.52795853375653,2,0,1
11094,32,technician,single,secondary,no,945.0,no,no,cellular,4,may,,3,0,0
11095,38,management,married,tertiary,no,0.0,no,no,cellular,24,sep,,12,6,0
11096,45,management,married,tertiary,no,2671.0,no,no,cellular,14,aug,,4,0,0
11097,50,management,married,tertiary,no,511.0,yes,no,cellular,5,aug,389.4889841589958,1,0,0
11098,36,technician,single,secondary,no,380.0,yes,no,sending _document,20,may,354.9853496649683,1,0,1
11099,31,blue-collar,married,secondary,no,125.0,yes,no,cellular,14,may,281.7639918103405,1,2,0
11100,47,technician,married,secondary,no,568.0,yes,no,cellular,12,aug,,1,0,1
11101,38,technician,single,secondary,no,207.0,no,no,sending _document,19,jun,,2,0,0
11102,30,technician,single,secondary,no,500.0,yes,no,cellular,8,nov,226.4627524038287,1,3,0
11103,22,blue-collar,single,secondary,no,0.0,yes,no,sending _document,19,may,246.70906228530188,1,0,0
11104,75,retired,married,tertiary,no,2991.0,no,no,cellular,22,apr,382.98640393774554,1,0,1
11105,46,services,married,secondary,no,0.0,no,no,cellular,18,aug,194.34925663437966,4,0,1
11106,70,retired,married,secondary,no,616.0,no,no,cellular,27,oct,332.5340013543283,1,0,1
11107,56,management,divorced,tertiary,no,10532.0,no,no,cellular,7,aug,259.4583951550907,1,0,0
11108,55,blue-collar,married,unknown,no,449.0,no,no,cellular,22,aug,257.0949908643462,2,0,1
11109,46,blue-collar,single,primary,no,96.0,yes,no,cellular,19,nov,353.56903189008807,1,0,0
11110,52,blue-collar,married,primary,no,1141.0,yes,no,cellular,12,may,,5,0,1
11111,32,technician,single,secondary,no,40.0,no,no,cellular,8,aug,153.2135824198822,2,0,1
11112,34,services,married,secondary,no,1182.0,yes,no,sending _document,28,may,322.4842037724643,1,0,0
11113,35,technician,married,tertiary,no,14232.0,yes,no,cellular,18,nov,291.5637063065893,2,0,0
11114,32,management,single,tertiary,no,154.0,no,yes,cellular,21,aug,336.8710133320617,3,0,1
11115,29,student,married,tertiary,no,149.0,yes,no,sending _document,26,may,334.47777892056996,4,0,1
11116,33,blue-collar,married,tertiary,no,1465.0,no,no,cellular,19,aug,232.5421958288824,4,0,1
11117,59,entrepreneur,married,primary,no,0.0,no,no,sending _document,19,jun,262.191317425884,1,0,0
11118,79,retired,divorced,primary,no,336.0,no,no,cellular,6,oct,419.13160885846963,1,1,1
11119,38,technician,single,secondary,no,2442.0,no,no,cellular,27,may,,1,3,0
11120,57,retired,married,secondary,no,718.0,no,no,cellular,3,jun,232.6767372004565,1,0,0
11121,57,entrepreneur,married,tertiary,no,1828.0,yes,no,cellular,19,nov,472.60011231822233,1,0,0
11122,27,student,single,secondary,no,1423.0,no,no,sending _document,29,jun,,1,0,0
11123,57,retired,married,primary,no,903.0,no,no,sending _document,16,jun,194.9470859305936,1,0,0
11124,32,management,married,tertiary,no,628.0,no,no,cellular,30,apr,,1,0,0
11125,51,entrepreneur,married,secondary,no,0.0,yes,yes,sending _document,2,jun,,5,0,1
11126,36,admin.,married,tertiary,no,3221.0,no,no,cellular,4,may,,11,0,0
11127,38,blue-collar,married,secondary,no,-3.0,no,yes,sending _document,5,jun,318.92688931569745,1,0,0
11128,34,management,single,tertiary,no,757.0,no,no,cellular,18,aug,188.7998017797654,4,0,1
11129,33,management,married,tertiary,no,1165.0,yes,no,sending _document,4,jun,370.60296310289124,2,0,1
11130,39,services,married,secondary,no,87.0,no,no,cellular,8,jul,,1,0,0
11131,52,services,married,secondary,no,-336.0,no,yes,sending _document,12,jun,379.2205367899405,8,0,1
11132,30,admin.,married,tertiary,no,0.0,yes,no,cellular,24,jul,313.0214104756164,2,0,0
11133,30,services,married,secondary,no,78.0,yes,no,cellular,6,may,255.1120937363728,1,0,0
11134,55,retired,married,secondary,no,120.0,no,no,cellular,27,aug,217.3612663317677,3,0,0
11135,37,blue-collar,divorced,secondary,no,811.0,yes,yes,cellular,6,apr,476.46212817072296,3,0,0
11136,51,admin.,married,secondary,no,255.0,no,no,cellular,29,aug,242.51185657367466,2,0,0
11137,38,services,married,secondary,no,0.0,yes,yes,cellular,11,may,419.194725190851,2,2,0
11138,31,management,married,tertiary,no,1331.0,no,no,cellular,3,feb,,2,1,0
11139,34,services,single,secondary,no,2.0,yes,no,cellular,15,may,288.83695165750436,2,0,0
11140,31,services,married,tertiary,yes,-90.0,no,yes,sending _document,1,jul,264.85619922839277,1,0,0
11141,47,self-employed,married,secondary,no,424.0,no,yes,cellular,9,jul,383.4221878976927,1,0,0
11142,28,blue-collar,single,secondary,no,-46.0,yes,no,cellular,1,sep,369.38306415503695,1,14,1
11143,35,technician,single,tertiary,no,2012.0,yes,no,sending _document,20,may,340.8236975696509,2,0,1
11144,36,blue-collar,married,secondary,no,1088.0,yes,no,cellular,13,may,262.9640946480949,2,2,0
11145,30,technician,single,secondary,no,-522.0,yes,yes,cellular,5,may,423.9001226785111,2,6,1
11146,35,services,divorced,secondary,no,440.0,yes,no,cellular,5,feb,314.76385361483625,1,1,0
11147,46,management,single,secondary,no,-246.0,yes,no,sending _document,5,may,312.0194695756105,2,0,0
11148,36,services,single,secondary,no,417.0,yes,no,cellular,6,feb,,10,3,1
11149,45,blue-collar,married,primary,no,491.0,yes,yes,cellular,12,may,443.9768438566077,5,1,0
11150,42,admin.,married,unknown,no,642.0,yes,yes,sending _document,16,may,502.7473351560666,2,0,0
11151,47,blue-collar,married,primary,no,145.0,no,no,sending _document,17,jun,195.16142975890511,1,0,0
11152,32,technician,divorced,secondary,no,273.0,yes,no,sending _document,4,jun,324.8226989326756,1,0,0
11153,42,technician,single,secondary,no,0.0,no,no,cellular,21,aug,,2,0,0
11154,52,blue-collar,married,secondary,no,449.0,no,no,cellular,8,aug,,2,0,0
11155,44,management,married,tertiary,no,423.0,no,no,cellular,3,jun,232.9035587493837,6,5,1
11156,49,blue-collar,married,secondary,no,0.0,no,yes,telephone,10,jul,341.098192242524,2,0,1
11157,41,blue-collar,married,secondary,no,926.0,yes,no,cellular,11,may,368.06296700822105,2,1,0
11158,47,technician,married,secondary,no,10179.0,yes,no,sending _document,9,jun,373.0793772697603,2,0,0
11159,41,housemaid,divorced,tertiary,no,9767.0,yes,no,sending _document,29,may,327.67947264663707,2,0,0
11160,56,admin.,married,secondary,no,374.0,no,no,cellular,20,aug,246.99583989066798,4,0,0
11161,45,admin.,married,secondary,no,840.0,yes,no,sending _document,30,may,385.6228365573052,3,0,1
11162,33,management,single,tertiary,no,99.0,no,no,cellular,8,jul,,1,0,0
11163,37,blue-collar,married,secondary,no,449.0,no,no,cellular,30,apr,214.84935961746064,1,0,0
11164,34,management,single,tertiary,no,14.0,yes,no,telephone,4,may,323.56328630378493,1,0,0
11165,53,admin.,married,secondary,no,459.0,no,no,cellular,14,oct,213.69386965911718,6,1,0
11166,30,technician,single,tertiary,no,849.0,no,no,cellular,28,aug,198.17878425425545,4,0,1
11167,39,technician,divorced,secondary,no,688.0,yes,yes,cellular,19,nov,418.41887302224114,1,0,0
11168,56,management,divorced,tertiary,no,2189.0,no,no,cellular,4,feb,248.77844288532208,1,0,0
11169,46,blue-collar,married,primary,no,248.0,no,yes,cellular,6,aug,297.8415644093879,2,0,0
11170,38,technician,married,secondary,no,0.0,yes,no,cellular,4,aug,248.66720646556615,1,0,0
11171,36,blue-collar,married,secondary,no,249.0,yes,no,cellular,15,may,272.41449071711014,5,0,0
11172,54,technician,married,secondary,no,306.0,no,no,cellular,2,feb,226.16594486844338,1,0,0
11173,57,technician,single,secondary,no,3499.0,yes,no,cellular,20,nov,380.83910738440267,4,3,0
11174,42,services,single,secondary,no,2348.0,yes,no,cellular,7,may,294.59057241153545,2,0,0
11175,24,services,married,secondary,no,4500.0,yes,no,cellular,11,may,330.6060927601258,2,0,1
11176,34,technician,married,secondary,no,580.0,yes,no,cellular,15,may,293.8591917500465,1,0,0
11177,63,retired,married,secondary,no,1612.0,no,no,telephone,17,feb,348.1989709507469,2,0,1
11178,26,blue-collar,single,secondary,no,6.0,no,yes,telephone,7,jul,,3,0,0
11179,31,technician,married,secondary,no,40.0,yes,no,cellular,20,nov,299.4054457111234,2,0,0
11180,32,management,married,tertiary,no,710.0,yes,no,cellular,17,jul,336.46775509109625,2,0,0
11181,59,services,married,secondary,no,0.0,yes,no,telephone,11,may,401.1302108539734,2,5,1
11182,41,management,divorced,secondary,no,71.0,yes,no,sending _document,26,may,309.6383308381455,3,0,1
11183,39,admin.,married,secondary,no,224.0,no,no,sending _document,18,jun,129.20837545287884,2,0,1
11184,57,blue-collar,married,secondary,no,-898.0,yes,yes,cellular,21,jul,522.5777034769692,3,0,1
11185,36,blue-collar,married,primary,no,4138.0,no,no,sending _document,12,jun,,1,0,0
11186,39,blue-collar,married,secondary,no,41.0,yes,no,cellular,13,may,258.34810464688053,3,0,0
11187,60,unknown,married,unknown,no,7337.0,no,no,cellular,4,aug,224.66481142621308,1,0,0
11188,32,self-employed,married,tertiary,no,1423.0,no,no,cellular,6,aug,,4,0,0
11189,36,technician,single,secondary,no,2419.0,no,no,cellular,29,aug,201.33309955573677,3,0,1
11190,47,technician,divorced,secondary,no,1851.0,yes,no,sending _document,19,may,359.8417530631955,2,0,0
11191,35,management,single,secondary,no,1189.0,no,yes,cellular,14,aug,,2,0,0
11192,33,admin.,married,secondary,no,920.0,no,no,cellular,16,nov,205.51118614784127,1,2,1
11193,50,admin.,divorced,unknown,no,4204.0,no,no,sending _document,19,jun,220.8012631673614,2,0,0
11194,33,blue-collar,married,secondary,no,245.0,yes,no,cellular,14,may,360.88990008846207,2,8,0
11195,34,management,single,tertiary,no,0.0,no,no,cellular,21,aug,,2,0,0
11196,48,technician,divorced,secondary,no,105.0,no,no,cellular,29,aug,,2,0,0
11197,42,housemaid,married,unknown,no,72.0,no,no,sending _document,16,jun,214.06046286137786,1,0,0
11198,58,technician,married,secondary,no,99.0,no,no,telephone,22,sep,283.5651013333009,2,0,1
11199,34,management,single,tertiary,no,2205.0,no,no,cellular,14,aug,,2,0,0
11200,41,blue-collar,married,primary,no,2067.0,yes,no,cellular,15,may,292.14585829882657,7,0,0
11201,48,management,single,tertiary,no,0.0,no,no,sending _document,18,jun,221.97736759182467,3,0,0
11202,28,technician,single,secondary,no,205.0,yes,no,sending _document,12,may,310.07841733083484,3,0,0
11203,38,unemployed,married,tertiary,no,9881.0,no,no,cellular,29,jul,,2,0,0
11204,43,blue-collar,married,secondary,no,514.0,yes,yes,cellular,20,apr,489.94424894767076,2,0,1
11205,57,management,married,tertiary,no,1318.0,no,no,cellular,18,jan,355.8428676511679,2,3,1
11206,47,blue-collar,divorced,primary,no,551.0,yes,no,cellular,19,nov,446.3524768759453,2,0,1
11207,31,blue-collar,single,secondary,no,953.0,yes,no,cellular,14,may,268.79055479583366,1,2,0
11208,44,blue-collar,married,secondary,no,582.0,no,yes,sending _document,5,may,244.34449404962803,1,0,0
11209,57,management,married,tertiary,no,320.0,no,no,cellular,7,aug,236.58061276055312,2,0,0
11210,43,blue-collar,married,secondary,no,917.0,yes,no,cellular,8,may,,2,0,1
11211,35,unemployed,married,secondary,no,978.0,no,no,cellular,29,dec,226.35605843501713,3,3,1
11212,26,blue-collar,single,secondary,no,449.0,yes,no,sending _document,26,may,368.8663783659813,5,0,1
11213,45,entrepreneur,married,tertiary,no,0.0,yes,no,cellular,29,jul,328.4824515494388,3,0,0
11214,34,technician,single,secondary,no,1386.0,yes,yes,sending _document,28,may,392.3435309108649,6,0,0
11215,30,management,single,secondary,no,460.0,yes,no,cellular,18,nov,304.1011246043818,1,0,0
11216,56,housemaid,divorced,secondary,no,256.0,no,no,cellular,19,aug,295.1749088653004,5,2,1
11217,30,admin.,single,tertiary,no,305.0,no,no,cellular,30,apr,,1,2,0
11218,31,unemployed,single,primary,no,3652.0,no,no,cellular,1,jun,121.04659831993318,1,0,0
11219,35,management,married,tertiary,no,753.0,no,no,cellular,27,aug,,9,0,0
11220,27,student,single,secondary,no,980.0,no,no,cellular,29,jan,73.72624226109443,1,0,0
11221,55,retired,married,primary,no,2325.0,yes,yes,telephone,8,aug,541.9098474375925,7,0,0
11222,57,retired,married,primary,no,341.0,yes,no,telephone,18,may,,10,0,1
11223,26,admin.,single,secondary,yes,-930.0,yes,no,cellular,14,may,303.6397660176169,1,0,1
11224,33,management,married,tertiary,no,377.0,yes,no,sending _document,5,may,357.5946969697384,1,0,1
11225,34,technician,single,secondary,no,692.0,yes,no,sending _document,20,may,387.8333573887802,1,0,1
11226,38,management,married,tertiary,no,0.0,no,yes,cellular,31,jul,258.3053888951055,2,0,0
11227,33,management,married,unknown,no,117.0,no,yes,cellular,9,jul,,2,0,0
11228,49,management,married,tertiary,no,342.0,no,no,cellular,30,jan,268.086709882323,2,1,0
11229,34,self-employed,single,tertiary,no,9962.0,no,no,cellular,20,aug,,1,0,0
11230,38,technician,divorced,secondary,no,531.0,no,no,cellular,29,jan,196.19259523633758,3,7,1
11231,28,blue-collar,married,secondary,no,-493.0,yes,no,sending _document,18,jun,308.19580800256114,4,0,1
11232,55,management,single,tertiary,no,7025.0,no,no,sending _document,5,jun,246.87680827966796,3,0,1
11233,30,services,single,tertiary,no,-477.0,no,yes,cellular,21,aug,257.3330055789901,2,0,1
