No,date,Lottery_result,Thousands,hundreds_place,tens_place,ones_place,Next_result
193,2022-10-04,980,0,9,8,0,9843
194,2022-10-05,9843,9,8,4,3,8540
195,2022-10-06,8540,8,5,4,0,1020
196,2022-10-07,1020,1,0,2,0,918
197,2022-10-10,918,0,9,1,8,1313
198,2022-10-11,1313,1,3,1,3,7601
199,2022-10-12,7601,7,6,0,1,434
200,2022-10-13,434,0,4,3,4,2754
201,2022-10-14,2754,2,7,5,4,3745
202,2022-10-17,3745,3,7,4,5,5845
203,2022-10-18,5845,5,8,4,5,5513
204,2022-10-19,5513,5,5,1,3,2675
205,2022-10-20,2675,2,6,7,5,3540
206,2022-10-21,3540,3,5,4,0,6058
207,2022-10-24,6058,6,0,5,8,8712
208,2022-10-25,8712,8,7,1,2,1082
209,2022-10-26,1082,1,0,8,2,6152
210,2022-10-27,6152,6,1,5,2,9937
211,2022-10-28,9937,9,9,3,7,6102
212,2022-10-31,6102,6,1,0,2,3563
213,2022-11-01,3563,3,5,6,3,2016
214,2022-11-02,2016,2,0,1,6,2566
215,2022-11-03,2566,2,5,6,6,776
216,2022-11-04,776,0,7,7,6,4992
217,2022-11-07,4992,4,9,9,2,9055
218,2022-11-08,9055,9,0,5,5,3018
219,2022-11-09,3018,3,0,1,8,3790
220,2022-11-10,3790,3,7,9,0,7535
221,2022-11-11,7535,7,5,3,5,4940
222,2022-11-14,4940,4,9,4,0,2782
223,2022-11-15,2782,2,7,8,2,9285
224,2022-11-16,9285,9,2,8,5,556
225,2022-11-17,556,0,5,5,6,4549
226,2022-11-18,4549,4,5,4,9,4431
227,2022-11-21,4431,4,4,3,1,4967
228,2022-11-22,4967,4,9,6,7,3862
229,2022-11-23,3862,3,8,6,2,6349
230,2022-11-24,6349,6,3,4,9,2818
231,2022-11-25,2818,2,8,1,8,8297
232,2022-11-28,8297,8,2,9,7,3207
233,2022-11-29,3207,3,2,0,7,17
234,2022-11-30,17,0,0,1,7,473
235,2022-12-01,473,0,4,7,3,5756
236,2022-12-02,5756,5,7,5,6,8455
237,2022-12-05,8455,8,4,5,5,5542
238,2022-12-06,5542,5,5,4,2,5763
239,2022-12-07,5763,5,7,6,3,7353
240,2022-12-08,7353,7,3,5,3,5486
241,2022-12-09,5486,5,4,8,6,5641
242,2022-12-12,5641,5,6,4,1,1500
243,2022-12-13,1500,1,5,0,0,5369
244,2022-12-14,5369,5,3,6,9,3692
245,2022-12-15,3692,3,6,9,2,9428
246,2022-12-16,9428,9,4,2,8,9184
247,2022-12-19,9184,9,1,8,4,9853
248,2022-12-20,9853,9,8,5,3,3522
249,2022-12-21,3522,3,5,2,2,7879
250,2022-12-22,7879,7,8,7,9,6694
251,2022-12-23,6694,6,6,9,4,3898
252,2022-12-26,3898,3,8,9,8,2131
253,2022-12-27,2131,2,1,3,1,5953
254,2022-12-28,5953,5,9,5,3,335
255,2022-12-29,335,0,3,3,5,2572
256,2022-12-30,2572,2,5,7,2,5409
1,2023-01-04,5409,5,4,0,9,3592
2,2023-01-05,3592,3,5,9,2,2652
3,2023-01-06,2652,2,6,5,2,395
4,2023-01-09,395,0,3,9,5,4608
5,2023-01-10,4608,4,6,0,8,1751
6,2023-01-11,1751,1,7,5,1,9702
7,2023-01-12,9702,9,7,0,2,6233
8,2023-01-13,6233,6,2,3,3,5925
9,2023-01-16,5925,5,9,2,5,525
10,2023-01-17,525,0,5,2,5,4462
11,2023-01-18,4462,4,4,6,2,3013
12,2023-01-19,3013,3,0,1,3,2203
13,2023-01-20,2203,2,2,0,3,1349
14,2023-01-23,1349,1,3,4,9,8428
15,2023-01-24,8428,8,4,2,8,5224
16,2023-01-25,5224,5,2,2,4,7248
17,2023-01-26,7248,7,2,4,8,5238
18,2023-01-27,5238,5,2,3,8,9034
19,2023-01-30,9034,9,0,3,4,457
20,2023-01-31,457,0,4,5,7,1781
21,2023-02-01,1781,1,7,8,1,1766
22,2023-02-02,1766,1,7,6,6,534
23,2023-02-03,534,0,5,3,4,4509
24,2023-02-06,4509,4,5,0,9,2697
25,2023-02-07,2697,2,6,9,7,990
26,2023-02-08,990,0,9,9,0,4810
27,2023-02-09,4810,4,8,1,0,9414
28,2023-02-10,9414,9,4,1,4,2577
29,2023-02-13,2577,2,5,7,7,1137
30,2023-02-14,1137,1,1,3,7,3489
31,2023-02-15,3489,3,4,8,9,9168
32,2023-02-16,9168,9,1,6,8,8414
33,2023-02-17,8414,8,4,1,4,9127
34,2023-02-20,9127,9,1,2,7,18
35,2023-02-21,18,0,0,1,8,7517
36,2023-02-22,7517,7,5,1,7,1156
37,2023-02-23,1156,1,1,5,6,3307
38,2023-02-24,3307,3,3,0,7,3107
39,2023-02-27,3107,3,1,0,7,7188
40,2023-02-28,7188,7,1,8,8,4985
41,2023-03-01,4985,4,9,8,5,8568
42,2023-03-02,8568,8,5,6,8,2006
43,2023-03-03,2006,2,0,0,6,9748
44,2023-03-06,9748,9,7,4,8,8386
45,2023-03-07,8386,8,3,8,6,3482
46,2023-03-08,3482,3,4,8,2,2140
47,2023-03-09,2140,2,1,4,0,8682
48,2023-03-10,8682,8,6,8,2,3588
49,2023-03-13,3588,3,5,8,8,7497
50,2023-03-14,7497,7,4,9,7,7052
51,2023-03-15,7052,7,0,5,2,6366
52,2023-03-16,6366,6,3,6,6,2046
53,2023-03-17,2046,2,0,4,6,8344
54,2023-03-20,8344,8,3,4,4,4163
55,2023-03-21,4163,4,1,6,3,932
56,2023-03-22,932,0,9,3,2,4439
57,2023-03-23,4439,4,4,3,9,4243
58,2023-03-24,4243,4,2,4,3,1614
59,2023-03-27,1614,1,6,1,4,9526
60,2023-03-28,9526,9,5,2,6,2389
61,2023-03-29,2389,2,3,8,9,3025
62,2023-03-30,3025,3,0,2,5,9631
63,2023-03-31,9631,9,6,3,1,7815
64,2023-04-03,7815,7,8,1,5,8705
65,2023-04-04,8705,8,7,0,5,7211
66,2023-04-05,7211,7,2,1,1,317
67,2023-04-06,317,0,3,1,7,1962
68,2023-04-07,1962,1,9,6,2,4855
69,2023-04-10,4855,4,8,5,5,2617
70,2023-04-11,2617,2,6,1,7,6651
71,2023-04-12,6651,6,6,5,1,3959
72,2023-04-13,3959,3,9,5,9,9788
73,2023-04-14,9788,9,7,8,8,8297
74,2023-04-17,8297,8,2,9,7,3466
75,2023-04-18,3466,3,4,6,6,6655
76,2023-04-19,6655,6,6,5,5,120
77,2023-04-20,120,0,1,2,0,2371
78,2023-04-21,2371,2,3,7,1,1679
79,2023-04-24,1679,1,6,7,9,6602
80,2023-04-25,6602,6,6,0,2,2613
81,2023-04-26,2613,2,6,1,3,2784
82,2023-04-27,2784,2,7,8,4,6083
83,2023-04-28,6083,6,0,8,3,2806
84,2023-05-01,2806,2,8,0,6,3159
85,2023-05-02,3159,3,1,5,9,5658
86,2023-05-03,5658,5,6,5,8,3084
87,2023-05-04,3084,3,0,8,4,2558
88,2023-05-05,2558,2,5,5,8,2954
89,2023-05-08,2954,2,9,5,4,8977
90,2023-05-09,8977,8,9,7,7,3712
91,2023-05-10,3712,3,7,1,2,48
92,2023-05-11,48,0,0,4,8,2494
93,2023-05-12,2494,2,4,9,4,7211
94,2023-05-15,7211,7,2,1,1,5158
95,2023-05-16,5158,5,1,5,8,6987
96,2023-05-17,6987,6,9,8,7,9262
97,2023-05-18,9262,9,2,6,2,8990
98,2023-05-19,8990,8,9,9,0,7143
99,2023-05-22,7143,7,1,4,3,9826
100,2023-05-23,9826,9,8,2,6,4645
101,2023-05-24,4645,4,6,4,5,9918
102,2023-05-25,9918,9,9,1,8,1742
103,2023-05-26,1742,1,7,4,2,247
104,2023-05-29,247,0,2,4,7,7906
105,2023-05-30,7906,7,9,0,6,1246
106,2023-05-31,1246,1,2,4,6,7494
107,2023-06-01,7494,7,4,9,4,1880
108,2023-06-02,1880,1,8,8,0,8034
109,2023-06-05,8034,8,0,3,4,1308
110,2023-06-06,1308,1,3,0,8,6843
111,2023-06-07,6843,6,8,4,3,503
112,2023-06-08,503,0,5,0,3,2776
113,2023-06-09,2776,2,7,7,6,1360
114,2023-06-12,1360,1,3,6,0,7421
115,2023-06-13,7421,7,4,2,1,9894
116,2023-06-14,9894,9,8,9,4,6776
117,2023-06-15,6776,6,7,7,6,2362
118,2023-06-16,2362,2,3,6,2,299
119,2023-06-19,299,0,2,9,9,8127
120,2023-06-20,8127,8,1,2,7,1170
121,2023-06-21,1170,1,1,7,0,4952
122,2023-06-22,4952,4,9,5,2,7452
123,2023-06-23,7452,7,4,5,2,4586
124,2023-06-26,4586,4,5,8,6,5103
125,2023-06-27,5103,5,1,0,3,1899
126,2023-06-28,1899,1,8,9,9,9098
127,2023-06-29,9098,9,0,9,8,2774
128,2023-06-30,2774,2,7,7,4,8164
129,2023-07-03,8164,8,1,6,4,3899
130,2023-07-04,3899,3,8,9,9,8446
131,2023-07-05,8446,8,4,4,6,8092
132,2023-07-06,8092,8,0,9,2,2903
133,2023-07-07,2903,2,9,0,3,2799
134,2023-07-10,2799,2,7,9,9,8766
135,2023-07-11,8766,8,7,6,6,179
136,2023-07-12,179,0,1,7,9,4647
137,2023-07-13,4647,4,6,4,7,2175
138,2023-07-14,2175,2,1,7,5,9760
139,2023-07-17,9760,9,7,6,0,5241
140,2023-07-18,5241,5,2,4,1,3416
141,2023-07-19,3416,3,4,1,6,2247
142,2023-07-20,2247,2,2,4,7,9334
143,2023-07-21,9334,9,3,3,4,1121
144,2023-07-24,1121,1,1,2,1,9793
145,2023-07-25,9793,9,7,9,3,5867
146,2023-07-26,5867,5,8,6,7,2882
147,2023-07-27,2882,2,8,8,2,8071
148,2023-07-28,8071,8,0,7,1,8549
149,2023-07-31,8549,8,5,4,9,7169
150,2023-08-01,7169,7,1,6,9,3090
151,2023-08-02,3090,3,0,9,0,3805
152,2023-08-03,3805,3,8,0,5,369
153,2023-08-04,369,0,3,6,9,5294
154,2023-08-07,5294,5,2,9,4,9566
155,2023-08-08,9566,9,5,6,6,5069
156,2023-08-09,5069,5,0,6,9,3793
157,2023-08-10,3793,3,7,9,3,1226
158,2023-08-11,1226,1,2,2,6,5897
159,2023-08-14,5897,5,8,9,7,5677
160,2023-08-15,5677,5,6,7,7,5054
161,2023-08-16,5054,5,0,5,4,1697
162,2023-08-17,1697,1,6,9,7,7425
163,2023-08-18,7425,7,4,2,5,5517
164,2023-08-21,5517,5,5,1,7,4537
165,2023-08-22,4537,4,5,3,7,3295
166,2023-08-23,3295,3,2,9,5,7780
167,2023-08-24,7780,7,7,8,0,8597
168,2023-08-25,8597,8,5,9,7,855
169,2023-08-28,855,0,8,5,5,1308
170,2023-08-29,1308,1,3,0,8,8393
171,2023-08-30,8393,8,3,9,3,4044
172,2023-08-31,4044,4,0,4,4,5286
173,2023-09-01,5286,5,2,8,6,1434
174,2023-09-04,1434,1,4,3,4,1115
175,2023-09-05,1115,1,1,1,5,2988
176,2023-09-06,2988,2,9,8,8,9398
177,2023-09-07,9398,9,3,9,8,6470
178,2023-09-08,6470,6,4,7,0,1134
179,2023-09-11,1134,1,1,3,4,1108
180,2023-09-12,1108,1,1,0,8,6372
181,2023-09-13,6372,6,3,7,2,402
182,2023-09-14,402,0,4,0,2,7219
183,2023-09-15,7219,7,2,1,9,8587
184,2023-09-18,8587,8,5,8,7,3914
185,2023-09-19,3914,3,9,1,4,3
186,2023-09-20,3,0,0,0,3,3400
187,2023-09-21,3400,3,4,0,0,7384
188,2023-09-22,7384,7,3,8,4,5563
189,2023-09-25,5563,5,5,6,3,2668
190,2023-09-26,2668,2,6,6,8,5367
191,2023-09-27,5367,5,3,6,7,5662
192,2023-09-28,5662,5,6,6,2,8286
193,2023-09-29,8286,8,2,8,6,6183
194,2023-10-02,6183,6,1,8,3,5384
195,2023-10-03,5384,5,3,8,4,2959
196,2023-10-04,2959,2,9,5,9,8461
197,2023-10-05,8461,8,4,6,1,8305
198,2023-10-06,8305,8,3,0,5,6283
199,2023-10-09,6283,6,2,8,3,5048
200,2023-10-10,5048,5,0,4,8,6301
201,2023-10-11,6301,6,3,0,1,2277
202,2023-10-12,2277,2,2,7,7,5997
203,2023-10-13,5997,5,9,9,7,9304
204,2023-10-16,9304,9,3,0,4,7379
205,2023-10-17,7379,7,3,7,9,1598
206,2023-10-18,1598,1,5,9,8,2762
207,2023-10-19,2762,2,7,6,2,3302
208,2023-10-20,3302,3,3,0,2,8282
209,2023-10-23,8282,8,2,8,2,3461
210,2023-10-24,3461,3,4,6,1,7059
211,2023-10-25,7059,7,0,5,9,1954
212,2023-10-26,1954,1,9,5,4,1763
213,2023-10-27,1763,1,7,6,3,1487
214,2023-10-30,1487,1,4,8,7,945
215,2023-10-31,945,0,9,4,5,469
216,2023-11-01,469,0,4,6,9,3388
217,2023-11-02,3388,3,3,8,8,5764
218,2023-11-03,5764,5,7,6,4,3933
219,2023-11-06,3933,3,9,3,3,3861
220,2023-11-07,3861,3,8,6,1,1559
221,2023-11-08,1559,1,5,5,9,231
222,2023-11-09,231,0,2,3,1,7197
223,2023-11-10,7197,7,1,9,7,6154
224,2023-11-13,6154,6,1,5,4,7277
225,2023-11-14,7277,7,2,7,7,6562
226,2023-11-15,6562,6,5,6,2,3989
227,2023-11-16,3989,3,9,8,9,2111
228,2023-11-17,2111,2,1,1,1,8867
229,2023-11-20,8867,8,8,6,7,2930
230,2023-11-21,2930,2,9,3,0,6977
231,2023-11-22,6977,6,9,7,7,1239
232,2023-11-23,1239,1,2,3,9,9198
233,2023-11-24,9198,9,1,9,8,271
234,2023-11-27,271,0,2,7,1,4077
235,2023-11-28,4077,4,0,7,7,2317
236,2023-11-29,2317,2,3,1,7,1184
237,2023-11-30,1184,1,1,8,4,5892
238,2023-12-01,5892,5,8,9,2,7648
239,2023-12-04,7648,7,6,4,8,1304
240,2023-12-05,1304,1,3,0,4,5235
241,2023-12-06,5235,5,2,3,5,6529
242,2023-12-07,6529,6,5,2,9,5751
243,2023-12-08,5751,5,7,5,1,3872
244,2023-12-11,3872,3,8,7,2,959
245,2023-12-12,959,0,9,5,9,2487
246,2023-12-13,2487,2,4,8,7,1228
247,2023-12-14,1228,1,2,2,8,8284
248,2023-12-15,8284,8,2,8,4,9116
249,2023-12-18,9116,9,1,1,6,8696
250,2023-12-19,8696,8,6,9,6,6147
251,2023-12-20,6147,6,1,4,7,2870
252,2023-12-21,2870,2,8,7,0,2986
253,2023-12-22,2986,2,9,8,6,9134
254,2023-12-25,9134,9,1,3,4,2473
255,2023-12-26,2473,2,4,7,3,942
256,2023-12-27,942,0,9,4,2,8104
257,2023-12-28,8104,8,1,0,4,377
258,2023-12-29,377,0,3,7,7,7405
1,2024-01-04,7405,7,4,0,5,5170
2,2024-01-05,5170,5,1,7,0,4587
3,2024-01-08,4587,4,5,8,7,1610
4,2024-01-09,1610,1,6,1,0,7124
5,2024-01-10,7124,7,1,2,4,9214
6,2024-01-11,9214,9,2,1,4,944
7,2024-01-12,944,0,9,4,4,80
8,2024-01-15,80,0,0,8,0,8895
9,2024-01-16,8895,8,8,9,5,2293
10,2024-01-17,2293,2,2,9,3,2864
11,2024-01-18,2864,2,8,6,4,8095
12,2024-01-19,8095,8,0,9,5,2651
13,2024-01-22,2651,2,6,5,1,8913
14,2024-01-23,8913,8,9,1,3,2199
15,2024-01-24,2199,2,1,9,9,3648
16,2024-01-25,3648,3,6,4,8,4108
17,2024-01-26,4108,4,1,0,8,9353
18,2024-01-29,9353,9,3,5,3,2137
19,2024-01-30,2137,2,1,3,7,6806
20,2024-01-31,6806,6,8,0,6,9358
21,2024-02-01,9358,9,3,5,8,4692
22,2024-02-02,4692,4,6,9,2,6724
23,2024-02-05,6724,6,7,2,4,3003
24,2024-02-06,3003,3,0,0,3,9372
25,2024-02-07,9372,9,3,7,2,6
26,2024-02-08,6,0,0,0,6,5389
27,2024-02-09,5389,5,3,8,9,45
28,2024-02-12,45,0,0,4,5,710
29,2024-02-13,710,0,7,1,0,7229
30,2024-02-14,7229,7,2,2,9,7029
31,2024-02-15,7029,7,0,2,9,4208
32,2024-02-16,4208,4,2,0,8,7390
33,2024-02-19,7390,7,3,9,0,42
34,2024-02-20,42,0,0,4,2,2361
35,2024-02-21,2361,2,3,6,1,7519
36,2024-02-22,7519,7,5,1,9,5651
37,2024-02-23,5651,5,6,5,1,6864
38,2024-02-26,6864,6,8,6,4,5868
39,2024-02-27,5868,5,8,6,8,825
40,2024-02-28,825,0,8,2,5,9550
41,2024-02-29,9550,9,5,5,0,3560
42,2024-03-01,3560,3,5,6,0,4511
43,2024-03-04,4511,4,5,1,1,9892
44,2024-03-05,9892,9,8,9,2,9482
45,2024-03-06,9482,9,4,8,2,6822
46,2024-03-07,6822,6,8,2,2,8763
47,2024-03-08,8763,8,7,6,3,7468
48,2024-03-11,7468,7,4,6,8,9146
49,2024-03-12,9146,9,1,4,6,17
50,2024-03-13,17,0,0,1,7,6599
51,2024-03-14,6599,6,5,9,9,3988
52,2024-03-15,3988,3,9,8,8,5004
53,2024-03-18,5004,5,0,0,4,5961
54,2024-03-19,5961,5,9,6,1,6496
55,2024-03-20,6496,6,4,9,6,3237
56,2024-03-21,3237,3,2,3,7,5485
57,2024-03-22,5485,5,4,8,5,224
58,2024-03-25,224,0,2,2,4,2814
59,2024-03-26,2814,2,8,1,4,4360
60,2024-03-27,4360,4,3,6,0,3918
61,2024-03-28,3918,3,9,1,8,8399
62,2024-03-29,8399,8,3,9,9,3489
63,2024-04-01,3489,3,4,8,9,4591
64,2024-04-02,4591,4,5,9,1,8640
65,2024-04-03,8640,8,6,4,0,6280
66,2024-04-04,6280,6,2,8,0,3364
67,2024-04-05,3364,3,3,6,4,2743
68,2024-04-08,2743,2,7,4,3,1002
69,2024-04-09,1002,1,0,0,2,4170
70,2024-04-10,4170,4,1,7,0,2518
71,2024-04-11,2518,2,5,1,8,8158
72,2024-04-12,8158,8,1,5,8,597
73,2024-04-15,597,0,5,9,7,5845
74,2024-04-16,5845,5,8,4,5,3563
75,2024-04-17,3563,3,5,6,3,3690
76,2024-04-18,3690,3,6,9,0,207
77,2024-04-19,207,0,2,0,7,1459
78,2024-04-22,1459,1,4,5,9,9319
79,2024-04-23,9319,9,3,1,9,7874
80,2024-04-24,7874,7,8,7,4,6118
81,2024-04-25,6118,6,1,1,8,7210
82,2024-04-26,7210,7,2,1,0,40
83,2024-04-29,40,0,0,4,0,3275
84,2024-04-30,3275,3,2,7,5,6135
85,2024-05-01,6135,6,1,3,5,7987
86,2024-05-02,7987,7,9,8,7,1323
87,2024-05-03,1323,1,3,2,3,9100
88,2024-05-06,9100,9,1,0,0,3360
89,2024-05-07,3360,3,3,6,0,1361
90,2024-05-08,1361,1,3,6,1,8593
91,2024-05-09,8593,8,5,9,3,6965
92,2024-05-10,6965,6,9,6,5,2064
93,2024-05-13,2064,2,0,6,4,7167
94,2024-05-14,7167,7,1,6,7,7965
95,2024-05-15,7965,7,9,6,5,6877
96,2024-05-16,6877,6,8,7,7,1380
97,2024-05-17,1380,1,3,8,0,8588
98,2024-05-20,8588,8,5,8,8,4677
99,2024-05-21,4677,4,6,7,7,8006
100,2024-05-22,8006,8,0,0,6,4656
101,2024-05-23,4656,4,6,5,6,5201
102,2024-05-24,5201,5,2,0,1,5737
103,2024-05-27,5737,5,7,3,7,3618
104,2024-05-28,3618,3,6,1,8,3644
105,2024-05-29,3644,3,6,4,4,5782
106,2024-05-30,5782,5,7,8,2,1469
107,2024-05-31,1469,1,4,6,9,9947
108,2024-06-03,9947,9,9,4,7,5930
109,2024-06-04,5930,5,9,3,0,9656
110,2024-06-05,9656,9,6,5,6,2384
111,2024-06-06,2384,2,3,8,4,9143
112,2024-06-07,9143,9,1,4,3,348
113,2024-06-10,348,0,3,4,8,9400
114,2024-06-11,9400,9,4,0,0,4011
115,2024-06-12,4011,4,0,1,1,1691
116,2024-06-13,1691,1,6,9,1,5505
117,2024-06-14,5505,5,5,0,5,5640
118,2024-06-17,5640,5,6,4,0,2045
119,2024-06-18,2045,2,0,4,5,2646
120,2024-06-19,2646,2,6,4,6,2322
121,2024-06-20,2322,2,3,2,2,6593
122,2024-06-21,6593,6,5,9,3,2049
123,2024-06-24,2049,2,0,4,9,8337
124,2024-06-25,8337,8,3,3,7,7556
125,2024-06-26,7556,7,5,5,6,2552
126,2024-06-27,2552,2,5,5,2,7285
127,2024-06-28,7285,7,2,8,5,6836
128,2024-07-01,6836,6,8,3,6,5240
129,2024-07-02,5240,5,2,4,0,4896
130,2024-07-03,4896,4,8,9,6,4365
131,2024-07-04,4365,4,3,6,5,6715
132,2024-07-05,6715,6,7,1,5,2208
133,2024-07-08,2208,2,2,0,8,9108
134,2024-07-09,9108,9,1,0,8,7132
135,2024-07-10,7132,7,1,3,2,5209
136,2024-07-11,5209,5,2,0,9,9345
137,2024-07-12,9345,9,3,4,5,8023
138,2024-07-15,8023,8,0,2,3,7487
139,2024-07-16,7487,7,4,8,7,2710
140,2024-07-17,2710,2,7,1,0,6232
141,2024-07-18,6232,6,2,3,2,4044
142,2024-07-19,4044,4,0,4,4,9282
143,2024-07-22,9282,9,2,8,2,2827
144,2024-07-23,2827,2,8,2,7,6533
145,2024-07-24,6533,6,5,3,3,2254
146,2024-07-25,2254,2,2,5,4,4387
147,2024-07-26,4387,4,3,8,7,780
148,2024-07-29,780,0,7,8,0,3787
149,2024-07-30,3787,3,7,8,7,1417
150,2024-07-31,1417,1,4,1,7,9118
151,2024-08-01,9118,9,1,1,8,793
152,2024-08-02,793,0,7,9,3,1951
153,2024-08-05,1951,1,9,5,1,7007
154,2024-08-06,7007,7,0,0,7,5624
155,2024-08-07,5624,5,6,2,4,8115
156,2024-08-08,8115,8,1,1,5,8424
157,2024-08-09,8424,8,4,2,4,9533
158,2024-08-12,9533,9,5,3,3,4167
159,2024-08-13,4167,4,1,6,7,1770
160,2024-08-14,1770,1,7,7,0,3966
161,2024-08-15,3966,3,9,6,6,1799
162,2024-08-16,1799,1,7,9,9,2057
163,2024-08-19,2057,2,0,5,7,358
164,2024-08-20,358,0,3,5,8,8412
165,2024-08-21,8412,8,4,1,2,4618
166,2024-08-22,4618,4,6,1,8,1604
167,2024-08-23,1604,1,6,0,4,7237
168,2024-08-26,7237,7,2,3,7,2390
169,2024-08-27,2390,2,3,9,0,6008
170,2024-08-28,6008,6,0,0,8,1491
171,2024-08-29,1491,1,4,9,1,9909
172,2024-08-30,9909,9,9,0,9,205
173,2024-09-02,205,0,2,0,5,9141
174,2024-09-03,9141,9,1,4,1,7828
175,2024-09-04,7828,7,8,2,8,1910
176,2024-09-05,1910,1,9,1,0,7889
177,2024-09-06,7889,7,8,8,9,5705
178,2024-09-09,5705,5,7,0,5,5740
179,2024-09-10,5740,5,7,4,0,4835
180,2024-09-11,4835,4,8,3,5,1130
181,2024-09-12,1130,1,1,3,0,7056
182,2024-09-13,7056,7,0,5,6,3232
183,2024-09-16,3232,3,2,3,2,4601
184,2024-09-17,4601,4,6,0,1,3848
185,2024-09-18,3848,3,8,4,8,2796
186,2024-09-19,2796,2,7,9,6,6411
187,2024-09-20,6411,6,4,1,1,2095
188,2024-09-23,2095,2,0,9,5,5794
189,2024-09-24,5794,5,7,9,4,3119
190,2024-09-25,3119,3,1,1,9,4488
191,2024-09-26,4488,4,4,8,8,5225
192,2024-09-27,5225,5,2,2,5,5211
193,2024-09-30,5211,5,2,1,1,605
194,2024-10-01,605,0,6,0,5,9563
195,2024-10-02,9563,9,5,6,3,9299
196,2024-10-03,9299,9,2,9,9,784
197,2024-10-04,784,0,7,8,4,5812
198,2024-10-07,5812,5,8,1,2,8903
199,2024-10-08,8903,8,9,0,3,1319
200,2024-10-09,1319,1,3,1,9,946
201,2024-10-10,946,0,9,4,6,5126
202,2024-10-11,5126,5,1,2,6,3661
203,2024-10-14,3661,3,6,6,1,5667
204,2024-10-15,5667,5,6,6,7,8407
205,2024-10-16,8407,8,4,0,7,2004
206,2024-10-17,2004,2,0,0,4,8921
207,2024-10-18,8921,8,9,2,1,9546
208,2024-10-21,9546,9,5,4,6,7178
209,2024-10-22,7178,7,1,7,8,5665
210,2024-10-23,5665,5,6,6,5,4428
211,2024-10-24,4428,4,4,2,8,7675
212,2024-10-25,7675,7,6,7,5,2405
213,2024-10-28,2405,2,4,0,5,1995
214,2024-10-29,1995,1,9,9,5,1133
215,2024-10-30,1133,1,1,3,3,4059
216,2024-10-31,4059,4,0,5,9,5709
217,2024-11-01,5709,5,7,0,9,4412
218,2024-11-04,4412,4,4,1,2,2667
219,2024-11-05,2667,2,6,6,7,7143
220,2024-11-06,7143,7,1,4,3,313
221,2024-11-07,313,0,3,1,3,8888
222,2024-11-08,8888,8,8,8,8,3369
223,2024-11-11,3369,3,3,6,9,206
224,2024-11-12,206,0,2,0,6,3005
225,2024-11-13,3005,3,0,0,5,3952
226,2024-11-14,3952,3,9,5,2,3631
227,2024-11-15,3631,3,6,3,1,5730
228,2024-11-18,5730,5,7,3,0,1088
229,2024-11-19,1088,1,0,8,8,7649
230,2024-11-20,7649,7,6,4,9,3340
231,2024-11-21,3340,3,3,4,0,2532
232,2024-11-22,2532,2,5,3,2,7220
233,2024-11-25,7220,7,2,2,0,5653
234,2024-11-26,5653,5,6,5,3,8963
235,2024-11-27,8963,8,9,6,3,4640
236,2024-11-28,4640,4,6,4,0,3212
237,2024-11-29,3212,3,2,1,2,3920
238,2024-12-02,3920,3,9,2,0,1978
239,2024-12-03,1978,1,9,7,8,0
240,2024-12-04,0,0,0,0,0,8253
241,2024-12-05,8253,8,2,5,3,8939
242,2024-12-06,8939,8,9,3,9,2617
243,2024-12-09,2617,2,6,1,7,4259
244,2024-12-10,4259,4,2,5,9,6217
245,2024-12-11,6217,6,2,1,7,9105
246,2024-12-12,9105,9,1,0,5,6199
247,2024-12-13,6199,6,1,9,9,3424
248,2024-12-16,3424,3,4,2,4,596
249,2024-12-17,596,0,5,9,6,3498
250,2024-12-18,3498,3,4,9,8,5214
251,2024-12-19,5214,5,2,1,4,580
252,2024-12-20,580,0,5,8,0,5892
253,2024-12-23,5892,5,8,9,2,5231
254,2024-12-24,5231,5,2,3,1,474
255,2024-12-25,474,0,4,7,4,4119
256,2024-12-26,4119,4,1,1,9,4386
257,2024-12-27,4386,4,3,8,6,9983
258,2024-12-30,9983,9,9,8,3,685
1,2025-01-06,685,0,6,8,5,3754
2,2025-01-07,3754,3,7,5,4,1786
3,2025-01-08,1786,1,7,8,6,5802
4,2025-01-09,5802,5,8,0,2,1599
5,2025-01-10,1599,1,5,9,9,8583
6,2025-01-13,8583,8,5,8,3,135
7,2025-01-14,135,0,1,3,5,1366
8,2025-01-15,1366,1,3,6,6,2324
9,2025-01-16,2324,2,3,2,4,9774
10,2025-01-17,9774,9,7,7,4,4409
11,2025-01-20,4409,4,4,0,9,8259
12,2025-01-21,8259,8,2,5,9,6385
13,2025-01-22,6385,6,3,8,5,5420
14,2025-01-23,5420,5,4,2,0,2315
15,2025-01-24,2315,2,3,1,5,7240
16,2025-01-27,7240,7,2,4,0,893
17,2025-01-28,893,0,8,9,3,9590
18,2025-01-29,9590,9,5,9,0,5400
19,2025-01-30,5400,5,4,0,0,1596
20,2025-01-31,1596,1,5,9,6,235
21,2025-02-03,235,0,2,3,5,4827
22,2025-02-04,4827,4,8,2,7,2317
23,2025-02-05,2317,2,3,1,7,853
24,2025-02-06,853,0,8,5,3,3881
25,2025-02-07,3881,3,8,8,1,859
26,2025-02-10,859,0,8,5,9,8942
27,2025-02-11,8942,8,9,4,2,3343
28,2025-02-12,3343,3,3,4,3,1946
29,2025-02-13,1946,1,9,4,6,3273
30,2025-02-14,3273,3,2,7,3,6744
31,2025-02-17,6744,6,7,4,4,385
32,2025-02-18,385,0,3,8,5,9265
